id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,dob_datetime,dob_ordinal,strike_efficiency_ratio,win_ratio,total_fights,weighted_strike_efficiency_ratio,sex,fighter_type,estilo,PC1,PC2,ape_index,BMI,BSA
f923e012414c883e,Lauren Mueller,Princess Tiger,5,3,0,165.1,56.7,170.18,Orthodox,1991/11/15,4.08,41,3.77,58,0.7,50,71,0.0,1991-11-15,727151,1.0822281167108754,0.625,4,1.0822281167108754,Female,1,Wrestler,-0.255510372200489,0.6339827868781615,1.0307692307692309,20.8,1.613
b0a6124751a56bc4,Jonathan Brookins,,16,10,0,182.88,65.77,187.96,Southpaw,1985/08/13,2.69,39,3.63,56,1.94,17,80,0.3,1985-08-13,724866,0.7410468319559229,0.6153846153846154,5,0.7410468319559229,Male,1,Wrestler,-0.5196411399264571,-0.3921471168119798,1.027777777777778,19.67,1.828
60029bcf496bd707,Soa Palelei,The Hulk,22,5,0,193.04,120.2,205.74,Orthodox,1977/07/12,2.47,57,2.68,48,2.2,47,66,0.0,1977-07-12,721912,0.9216417910447762,0.8148148148148148,7,0.9216417910447762,Male,0,Striker,0.8920596626123843,0.5528477906598451,1.0657894736842106,32.26,2.539
6e344b71421103da,Magomed Gadzhiyasulov,,9,1,0,187.96,92.99,190.5,Orthodox,1993/11/04,2.89,49,1.64,62,3.67,73,61,0.0,1993-11-04,727871,1.7621951219512197,0.9,2,1.7621951219512197,Male,0,Striker,1.880452313198063,0.2292869025741574,1.0135135135135134,26.32,2.203
1bcaac2d99b90fce,Sergio Moraes,The Panther,14,6,1,182.88,77.11,182.88,Orthodox,1982/07/23,2.42,42,3.73,59,1.2,38,75,0.4,1982-07-23,723749,0.6487935656836461,0.7,14,0.6487935656836461,Male,1,Wrestler,-0.18910954850668543,-0.3392569845058863,1.0,23.06,1.979
6ded9184b2284645,Willie Gates,,12,7,0,172.72,56.7,182.88,Orthodox,1987/01/21,1.8,38,4.28,38,0.0,0,67,0.4,1987-01-21,725392,0.4205607476635514,0.631578947368421,4,0.4205607476635514,Male,1,Wrestler,-1.80123672242707,-0.7472140998232492,1.0588235294117647,19.01,1.649
6d68c1afe954f121,Ode Osbourne,The Jamaican Sensation,13,9,0,170.18,56.7,185.42,Southpaw,1992/01/09,3.07,41,3.43,47,1.09,30,66,0.5,1992-01-09,727206,0.8950437317784256,0.5909090909090909,12,0.8950437317784256,Male,1,Wrestler,-0.4260784990173103,-0.12689713323678722,1.08955223880597,19.58,1.637
6fb1ba67bef41b37,Nik Lentz,The Carny,30,12,2,172.72,65.77,172.72,Orthodox,1984/08/13,3.44,47,3.25,50,3.3,32,43,1.2,1984-08-13,724501,1.0584615384615383,0.7142857142857143,25,1.0584615384615383,Male,0,Striker,1.0474928808717323,-0.18067514319702682,1.0,22.05,1.776
e9ac7bfb65c25497,John Phillips,The Welsh Wrecking Machine,22,11,0,180.34,83.91,190.5,Southpaw,1985/06/09,1.72,34,4.03,49,0.0,0,7,0.0,1985-06-09,724801,0.4267990074441687,0.6666666666666666,6,0.4267990074441687,Male,1,Wrestler,-2.0830262232855694,-0.7944188192873771,1.056338028169014,25.8,2.05
5e84a859c6a82288,Michel Quinones,El Capo,8,3,0,177.8,70.31,185.42,Orthodox,1984/12/22,2.91,29,5.98,48,0.0,0,36,0.0,1984-12-22,724632,0.4866220735785953,0.7272727272727273,2,0.4866220735785953,Male,1,Wrestler,-2.2485551011023652,-0.4879050905930166,1.0428571428571427,22.24,1.863
c451d67c09c55418,Chan Sung Jung,The Korean Zombie,17,8,0,170.18,65.77,182.88,Orthodox,1987/03/17,3.93,41,4.52,52,0.7,44,72,0.6,1987-03-17,725447,0.8694690265486726,0.68,12,0.8694690265486726,Male,1,Wrestler,-0.20644695111942155,0.2709986379548978,1.0746268656716418,22.71,1.763
c06a9b48d4132c8e,James Moontasri,Moon Walker,9,5,0,177.8,77.11,180.34,Switch,1988/04/10,2.39,48,3.86,40,0.0,0,79,0.2,1988-04-10,725837,0.6191709844559586,0.6428571428571429,6,0.6191709844559586,Male,1,Wrestler,-1.4870086887008689,0.13283429552930207,1.0142857142857142,24.39,1.952
77350fd0e6d1dba8,Lisa Ellis,,15,11,0,162.56,52.16,166.59292034102967,Orthodox,1982/11/15,1.68,48,2.32,57,4.19,63,50,0.6,1982-11-15,723864,0.7241379310344828,0.5769230769230769,2,0.7241379310344828,Female,0,Striker,2.0039959042224584,-0.7307359093380329,1.0248088111529876,19.74,1.535
e0b0cf71e0d69dd0,Kanako Murata,,12,3,0,154.94,52.16,157.48,Orthodox,1993/08/10,2.15,56,2.4,53,3.38,56,100,0.8,1993-08-10,727785,0.8958333333333334,0.8,3,0.8958333333333334,Female,0,Striker,1.849493072214568,-0.13341848546803303,1.0163934426229508,21.73,1.498
0a1942069c9ad6b6,Jack Hermansson,The Joker,24,9,0,185.42,83.91,195.58,Orthodox,1988/06/10,5.13,45,3.7,57,1.5,29,80,0.4,1988-06-10,725898,1.3864864864864863,0.7272727272727273,18,1.3864864864864863,Male,1,Wrestler,-0.12221650531495726,1.0558061912060195,1.0547945205479454,24.41,2.079
a0c139b34f11421a,John Gunderson,Quick Guns,35,16,2,175.26,70.31,175.26,Orthodox,1979/01/05,1.04,27,1.71,58,1.67,33,11,2.0,1979-01-05,722454,0.608187134502924,0.6862745098039216,3,0.608187134502924,Male,0,Striker,-0.15605559467068703,-2.5630320934011452,1.0,22.89,1.85
